timestamp,device_id,vendor,device_type,interface,cpu,memory,in_octets,out_octets,errors,anomaly
2025-01-01 01:35:00,dev_0,Fortigate,Router,eth1,30.97,79.42,65737.14,58656.27,1,0
2025-01-01 01:40:00,dev_0,Fortigate,Router,eth1,40.74,68.73,60247.85,47781.66,1,0
2025-01-01 01:45:00,dev_0,Fortigate,Router,eth1,32.37,56.83,67985.22,63510.58,0,0
2025-01-01 01:50:00,dev_0,Fortigate,Router,eth1,20.36,64.2,56212.76,59484.31,1,0
2025-01-01 01:55:00,dev_0,Fortigate,Router,eth1,37.76,64.09,70306.34,65752.99,0,0
2025-01-01 02:00:00,dev_0,Fortigate,Router,eth1,20.83,65.71,74622.58,73483.6,4,0
2025-01-01 02:05:00,dev_0,Fortigate,Router,eth1,36.35,68.38,63818.78,65142.21,0,0
2025-01-01 02:10:00,dev_0,Fortigate,Router,eth1,26.77,56.5,66724.18,65566.38,3,0
2025-01-01 02:15:00,dev_0,Fortigate,Router,eth1,44.61,81.66,65306.65,49047.96,2,0
2025-01-01 02:20:00,dev_0,Fortigate,Router,eth1,37.56,69.68,88148.61,76212.19,2,0
2025-01-01 02:25:00,dev_0,Fortigate,Router,eth1,29.62,85.51,56705.08,65385.56,0,0
2025-01-01 02:30:00,dev_0,Fortigate,Router,eth1,18.81,59.93,53486.49,60796.82,1,0
2025-01-01 02:35:00,dev_0,Fortigate,Router,eth1,25.38,51.44,74391.71,71869.18,0,0
2025-01-01 02:40:00,dev_0,Fortigate,Router,eth1,54.04,70.63,81340.96,78092.4,1,0
2025-01-01 02:45:00,dev_0,Fortigate,Router,eth1,46.92,63.16,83220.07,59558.78,3,0
2025-01-01 02:50:00,dev_0,Fortigate,Router,eth1,38.23,8.5,70650.94,56617.6,1,0
2025-01-01 02:55:00,dev_0,Fortigate,Router,eth1,29.22,48.36,62168.4,59604.48,3,0
2025-01-01 03:00:00,dev_0,Fortigate,Router,eth1,33.73,72.91,58549.59,57401.56,2,0
2025-01-01 03:05:00,dev_0,Fortigate,Router,eth1,28.23,72.58,83880.54,70073.69,0,0
2025-01-01 03:10:00,dev_0,Fortigate,Router,eth1,47.96,70.98,67071.05,58384.57,0,0
2025-01-01 03:15:00,dev_0,Fortigate,Router,eth1,33.79,56.83,81581.71,52577.05,0,0
2025-01-01 03:20:00,dev_0,Fortigate,Router,eth1,38.78,41.88,66806.55,58313.93,0,0
2025-01-01 03:25:00,dev_0,Fortigate,Router,eth1,54.01,80.53,71374.85,61108.54,1,0
2025-01-01 03:30:00,dev_0,Fortigate,Router,eth1,26.97,66.06,87139.49,62024.04,1,0
2025-01-01 03:35:00,dev_0,Fortigate,Router,eth1,31.57,54.6,74291.22,71476.43,1,0
2025-01-01 03:40:00,dev_0,Fortigate,Router,eth1,33.67,68.55,83725.07,77135.01,0,0
2025-01-01 03:45:00,dev_0,Fortigate,Router,eth1,25.35,68.99,85811.21,82412.25,0,0
2025-01-01 03:50:00,dev_0,Fortigate,Router,eth1,30.9,65.53,68318.01,74750.43,1,0
2025-01-01 03:55:00,dev_0,Fortigate,Router,eth1,34.54,65.34,79504.5,65683.37,0,0
2025-01-01 04:00:00,dev_0,Fortigate,Router,eth1,33.83,65.4,80903.96,66665.76,2,0
2025-01-01 04:05:00,dev_0,Fortigate,Router,eth1,48.78,85.19,59681.35,74813.66,1,0
2025-01-01 04:10:00,dev_0,Fortigate,Router,eth1,25.79,77.78,73490.75,73093.54,4,0
2025-01-01 04:15:00,dev_0,Fortigate,Router,eth1,61.18,68.29,86641.97,55056.1,2,0
2025-01-01 04:20:00,dev_0,Fortigate,Router,eth1,36.86,73.13,68481.66,60241.96,1,0
2025-01-01 04:25:00,dev_0,Fortigate,Router,eth1,28.54,70.64,84329.24,57206.85,0,0
2025-01-01 04:30:00,dev_0,Fortigate,Router,eth1,24.62,66.14,71913.84,68016.43,0,0
2025-01-01 04:35:00,dev_0,Fortigate,Router,eth1,47.72,57.47,69545.61,62918.8,2,0
2025-01-01 04:40:00,dev_0,Fortigate,Router,eth1,39.8,85.81,68862.88,58006.31,1,0
2025-01-01 04:45:00,dev_0,Fortigate,Router,eth1,48.8,77.48,71793.6,69384.67,0,0
2025-01-01 04:50:00,dev_0,Fortigate,Router,eth1,26.11,27.32,77836.77,64723.42,2,0
2025-01-01 04:55:00,dev_0,Fortigate,Router,eth1,45.12,69.46,82460.17,73962.21,0,0
2025-01-01 05:00:00,dev_0,Fortigate,Router,eth1,45.74,51.37,87127.24,60900.82,0,0
2025-01-01 05:05:00,dev_0,Fortigate,Router,eth1,29.44,53.18,102394.33,66626.04,0,0
2025-01-01 05:10:00,dev_0,Fortigate,Router,eth1,44.65,73.32,85459.16,69029.39,0,0
2025-01-01 05:15:00,dev_0,Fortigate,Router,eth1,30.16,56.92,78148.73,88073.78,0,0
2025-01-01 05:20:00,dev_0,Fortigate,Router,eth1,36.59,78.9,81900.09,64401.49,1,0
2025-01-01 05:25:00,dev_0,Fortigate,Router,eth1,34.61,37.79,66950.44,77226.63,1,0
2025-01-01 05:30:00,dev_0,Fortigate,Router,eth1,42.49,44.12,79663.5,72384.17,0,0
2025-01-01 05:35:00,dev_0,Fortigate,Router,eth1,35.25,64.01,91488.12,60675.73,3,0
2025-01-01 05:40:00,dev_0,Fortigate,Router,eth1,35.99,57.11,72174.32,80435.03,1,0
2025-01-01 05:45:00,dev_0,Fortigate,Router,eth1,28.9,70.81,61466.29,67796.96,2,0
2025-01-01 05:50:00,dev_0,Fortigate,Router,eth1,46.46,19.41,84996.01,80344.26,2,0
2025-01-01 05:55:00,dev_0,Fortigate,Router,eth1,20.89,62.35,88779.26,72831.28,0,0
2025-01-01 06:00:00,dev_0,Fortigate,Router,eth1,32.67,46.85,85147.09,76497.7,1,0
2025-01-01 06:05:00,dev_0,Fortigate,Router,eth1,54.72,55.9,83422.19,77344.13,0,0
2025-01-01 06:10:00,dev_0,Fortigate,Router,eth1,43.25,82.68,69937.25,68176.99,1,0
2025-01-01 06:15:00,dev_0,Fortigate,Router,eth1,30.61,43.04,57132.3,63222.58,1,0
2025-01-01 06:20:00,dev_0,Fortigate,Router,eth1,31.92,62.43,83181.26,56061.51,1,0
2025-01-01 06:25:00,dev_0,Fortigate,Router,eth1,26.81,40.8,85175.9,63268.44,0,0
2025-01-01 06:30:00,dev_0,Fortigate,Router,eth1,42.31,59.67,65421.07,77848.74,1,0
2025-01-01 06:35:00,dev_0,Fortigate,Router,eth1,57.59,52.11,65681.42,66152.3,0,0
2025-01-01 06:40:00,dev_0,Fortigate,Router,eth1,33.7,62.94,78575.15,62021.71,0,0
2025-01-01 06:45:00,dev_0,Fortigate,Router,eth1,31.31,49.39,83565.48,81981.26,0,0
2025-01-01 06:50:00,dev_0,Fortigate,Router,eth1,39.92,61.43,79073.27,68761.16,0,0
2025-01-01 06:55:00,dev_0,Fortigate,Router,eth1,56.56,70.97,81319.57,72773.54,1,0
2025-01-01 07:00:00,dev_0,Fortigate,Router,eth1,43.83,34.42,83007.09,75707.04,1,0
2025-01-01 07:05:00,dev_0,Fortigate,Router,eth1,49.48,75.32,80266.17,71075.4,2,0
2025-01-01 07:10:00,dev_0,Fortigate,Router,eth1,63.74,54.58,86923.58,71252.93,1,0
2025-01-01 07:15:00,dev_0,Fortigate,Router,eth1,25.46,40.67,77927.2,83203.11,1,0
2025-01-01 07:20:00,dev_0,Fortigate,Router,eth1,42.87,75.58,74637.19,77440.63,1,0
2025-01-01 07:25:00,dev_0,Fortigate,Router,eth1,18.14,59.89,86163.69,81284.58,1,0
2025-01-01 07:30:00,dev_0,Fortigate,Router,eth1,24.83,70.25,101822.53,73077.49,0,0
2025-01-01 07:35:00,dev_0,Fortigate,Router,eth1,46.11,66.51,85537.21,61491.16,2,0
2025-01-01 07:40:00,dev_0,Fortigate,Router,eth1,39.29,40.06,59784.99,59219.68,2,0
2025-01-01 07:45:00,dev_0,Fortigate,Router,eth1,50.69,64.68,61340.41,49834.26,1,0
2025-01-01 07:50:00,dev_0,Fortigate,Router,eth1,40.8,44.15,76168.68,62597.31,1,0
2025-01-01 07:55:00,dev_0,Fortigate,Router,eth1,28.61,38.48,62927.32,62732.11,0,0
2025-01-01 08:00:00,dev_0,Fortigate,Router,eth1,37.75,74.08,75408.8,73537.53,1,0
2025-01-01 08:05:00,dev_0,Fortigate,Router,eth1,36.99,54.49,66998.9,52674.02,1,0
2025-01-01 08:10:00,dev_0,Fortigate,Router,eth1,36.06,66.26,61423.65,55843.74,0,0
2025-01-01 08:15:00,dev_0,Fortigate,Router,eth1,34.42,61.16,73000.3,73930.14,0,0
2025-01-01 08:20:00,dev_0,Fortigate,Router,eth1,48.02,45.93,87235.77,59568.67,1,0
2025-01-01 08:25:00,dev_0,Fortigate,Router,eth1,42.84,30.51,77466.93,62061.7,2,0
2025-01-01 08:30:00,dev_0,Fortigate,Router,eth1,39.72,49.37,92066.3,66211.43,6,0
2025-01-01 08:35:00,dev_0,Fortigate,Router,eth1,34.64,53.55,64600.65,56137.58,0,0
2025-01-01 08:40:00,dev_0,Fortigate,Router,eth1,34.29,52.0,73959.7,80815.27,0,0
2025-01-01 08:45:00,dev_0,Fortigate,Router,eth1,28.92,67.42,56626.99,46097.44,0,0
2025-01-01 08:50:00,dev_0,Fortigate,Router,eth1,42.88,31.33,63034.81,46824.98,0,0
2025-01-01 08:55:00,dev_0,Fortigate,Router,eth1,63.63,61.52,68902.67,66242.41,2,0
2025-01-01 09:00:00,dev_0,Fortigate,Router,eth1,39.69,24.64,58540.59,54531.27,2,0
2025-01-01 09:05:00,dev_0,Fortigate,Router,eth1,37.6,59.06,58777.82,75039.92,1,0
2025-01-01 09:10:00,dev_0,Fortigate,Router,eth1,36.87,73.21,72772.09,49804.82,0,0
2025-01-01 09:15:00,dev_0,Fortigate,Router,eth1,39.38,64.91,69242.4,59707.01,0,0
2025-01-01 09:20:00,dev_0,Fortigate,Router,eth1,41.27,87.42,59787.6,55036.57,1,0
2025-01-01 09:25:00,dev_0,Fortigate,Router,eth1,30.74,78.29,69208.93,51513.01,0,0
2025-01-01 09:30:00,dev_0,Fortigate,Router,eth1,18.56,83.97,57972.66,57110.6,2,0
2025-01-01 09:35:00,dev_0,Fortigate,Router,eth1,49.42,66.17,81127.14,56649.46,3,0
2025-01-01 09:40:00,dev_0,Fortigate,Router,eth1,14.58,59.68,51824.82,50893.25,4,0
2025-01-01 09:45:00,dev_0,Fortigate,Router,eth1,37.63,63.59,83307.78,65816.8,1,0
2025-01-01 09:50:00,dev_0,Fortigate,Router,eth1,34.26,40.62,60167.67,65869.64,0,0
2025-01-01 09:55:00,dev_0,Fortigate,Router,eth1,28.33,73.89,60130.2,67636.8,1,0
2025-01-01 10:00:00,dev_0,Fortigate,Router,eth1,31.09,54.83,82359.11,65865.04,1,0
2025-01-01 10:05:00,dev_0,Fortigate,Router,eth1,39.79,68.54,50871.43,47394.72,1,0
2025-01-01 10:10:00,dev_0,Fortigate,Router,eth1,15.38,70.9,55281.15,53253.36,1,0
2025-01-01 10:15:00,dev_0,Fortigate,Router,eth1,46.09,52.34,61896.83,48497.21,0,0
2025-01-01 10:20:00,dev_0,Fortigate,Router,eth1,23.38,49.85,67940.28,45680.84,1,0
2025-01-01 10:25:00,dev_0,Fortigate,Router,eth1,29.15,63.3,66344.0,62636.9,0,0
2025-01-01 10:30:00,dev_0,Fortigate,Router,eth1,38.51,68.57,47962.84,45061.75,0,0
2025-01-01 10:35:00,dev_0,Fortigate,Router,eth1,38.76,50.54,41939.01,49281.91,1,0
2025-01-01 10:40:00,dev_0,Fortigate,Router,eth1,50.28,65.36,65404.2,50653.24,2,0
2025-01-01 10:45:00,dev_0,Fortigate,Router,eth1,53.94,39.67,59432.29,52001.32,4,0
2025-01-01 10:50:00,dev_0,Fortigate,Router,eth1,49.2,68.64,55724.68,46574.84,2,0
2025-01-01 10:55:00,dev_0,Fortigate,Router,eth1,22.24,62.13,54004.89,44452.24,1,0
2025-01-01 11:00:00,dev_0,Fortigate,Router,eth1,42.18,77.41,59560.62,70492.15,2,0
2025-01-01 11:05:00,dev_0,Fortigate,Router,eth1,46.69,67.64,61876.88,50039.99,1,0
2025-01-01 11:10:00,dev_0,Fortigate,Router,eth1,42.63,62.32,68794.33,72017.78,1,0
2025-01-01 11:15:00,dev_0,Fortigate,Router,eth1,42.77,58.84,67025.36,49236.63,0,0
2025-01-01 11:20:00,dev_0,Fortigate,Router,eth1,30.49,67.02,54324.25,43099.15,0,0
2025-01-01 11:25:00,dev_0,Fortigate,Router,eth1,43.27,57.94,55622.2,39705.3,2,0
2025-01-01 11:30:00,dev_0,Fortigate,Router,eth1,54.02,49.84,37658.91,47409.92,1,0
2025-01-01 11:35:00,dev_0,Fortigate,Router,eth1,35.66,46.05,60644.3,49163.79,2,0
2025-01-01 11:40:00,dev_0,Fortigate,Router,eth1,27.84,42.59,52731.72,37375.02,2,0
2025-01-01 11:45:00,dev_0,Fortigate,Router,eth1,41.33,69.7,48206.38,51935.08,0,0
2025-01-01 11:50:00,dev_0,Fortigate,Router,eth1,45.6,41.33,49469.55,43335.08,0,0
2025-01-01 11:55:00,dev_0,Fortigate,Router,eth1,45.5,46.3,46384.66,39128.24,1,0
2025-01-01 12:00:00,dev_0,Fortigate,Router,eth1,32.44,56.09,44473.26,49912.32,1,0
2025-01-01 12:05:00,dev_0,Fortigate,Router,eth1,30.27,67.17,45511.75,38386.63,1,0
2025-01-01 12:10:00,dev_0,Fortigate,Router,eth1,43.17,66.16,39795.86,38281.85,1,0
2025-01-01 12:15:00,dev_0,Fortigate,Router,eth1,39.06,81.25,55964.28,39424.58,3,0
2025-01-01 12:20:00,dev_0,Fortigate,Router,eth1,44.1,80.23,57008.83,38790.24,0,0
2025-01-01 12:25:00,dev_0,Fortigate,Router,eth1,45.64,100.0,38394.53,43790.86,3,0
2025-01-01 12:30:00,dev_0,Fortigate,Router,eth1,42.5,58.15,40065.31,30071.43,1,0
2025-01-01 12:35:00,dev_0,Fortigate,Router,eth1,25.47,78.74,55155.5,35212.9,3,0
2025-01-01 12:40:00,dev_0,Fortigate,Router,eth1,41.28,50.07,45449.28,34224.15,3,0
2025-01-01 12:45:00,dev_0,Fortigate,Router,eth1,26.08,32.13,38128.75,34870.45,2,0
2025-01-01 12:50:00,dev_0,Fortigate,Router,eth1,24.96,66.07,41877.75,39797.16,0,0
2025-01-01 12:55:00,dev_0,Fortigate,Router,eth1,42.14,77.84,45573.95,33876.49,1,0
2025-01-01 13:00:00,dev_0,Fortigate,Router,eth1,32.78,56.25,45579.65,33683.68,0,0
2025-01-01 13:05:00,dev_0,Fortigate,Router,eth1,48.54,72.48,32742.54,23651.19,0,0
2025-01-01 13:10:00,dev_0,Fortigate,Router,eth1,51.21,61.06,33695.87,41394.59,2,0
2025-01-01 13:15:00,dev_0,Fortigate,Router,eth1,37.82,89.54,38465.21,30148.21,2,0
2025-01-01 13:20:00,dev_0,Fortigate,Router,eth1,39.39,73.23,38549.89,36832.79,0,0
2025-01-01 13:25:00,dev_0,Fortigate,Router,eth1,57.41,52.14,38810.26,37252.43,2,0
2025-01-01 13:30:00,dev_0,Fortigate,Router,eth1,45.01,79.67,37972.87,36888.96,2,0
2025-01-01 13:35:00,dev_0,Fortigate,Router,eth1,25.06,69.16,53433.4,42185.53,0,0
2025-01-01 13:40:00,dev_0,Fortigate,Router,eth1,31.78,44.37,38546.51,26089.33,0,0
2025-01-01 13:45:00,dev_0,Fortigate,Router,eth1,49.5,55.56,31978.1,32843.27,4,0
2025-01-01 13:50:00,dev_0,Fortigate,Router,eth1,43.58,39.48,40002.29,35537.38,0,0
2025-01-01 13:55:00,dev_0,Fortigate,Router,eth1,46.13,54.13,32046.53,28436.81,2,0
2025-01-01 14:00:00,dev_0,Fortigate,Router,eth1,49.84,73.69,31460.53,31165.81,1,0
2025-01-01 14:05:00,dev_0,Fortigate,Router,eth1,45.34,52.64,35920.19,27532.17,1,0
2025-01-01 14:10:00,dev_0,Fortigate,Router,eth1,35.25,57.41,23990.36,26137.94,0,0
2025-01-01 14:15:00,dev_0,Fortigate,Router,eth1,39.41,62.63,32482.85,30888.01,1,0
2025-01-01 14:20:00,dev_0,Fortigate,Router,eth1,34.03,73.43,33760.35,24765.72,1,0
2025-01-01 14:25:00,dev_0,Fortigate,Router,eth1,44.86,78.02,23563.46,24814.63,2,0
2025-01-01 14:30:00,dev_0,Fortigate,Router,eth1,42.29,64.93,28912.68,27504.17,0,0
2025-01-01 14:35:00,dev_0,Fortigate,Router,eth1,30.8,59.5,32241.56,22967.57,2,0
2025-01-01 14:40:00,dev_0,Fortigate,Router,eth1,30.72,87.65,29663.45,23187.16,3,0
2025-01-01 14:45:00,dev_0,Fortigate,Router,eth1,49.58,40.37,24720.6,23580.8,1,0
2025-01-01 14:50:00,dev_0,Fortigate,Router,eth1,42.15,62.57,36080.82,40172.1,1,0
2025-01-01 14:55:00,dev_0,Fortigate,Router,eth1,36.7,55.38,34446.93,31652.5,1,0
2025-01-01 15:00:00,dev_0,Fortigate,Router,eth1,34.56,51.72,19399.42,22608.83,1,0
2025-01-01 15:05:00,dev_0,Fortigate,Router,eth1,41.49,70.69,29294.34,31438.91,3,0
2025-01-01 15:10:00,dev_0,Fortigate,Router,eth1,39.85,50.98,28910.95,20740.15,0,0
2025-01-01 15:15:00,dev_0,Fortigate,Router,eth1,55.37,49.77,26190.11,25906.09,0,0
2025-01-01 15:20:00,dev_0,Fortigate,Router,eth1,26.06,79.81,32525.09,22304.7,0,0
2025-01-01 15:25:00,dev_0,Fortigate,Router,eth1,36.3,57.62,28287.64,26618.02,0,0
2025-01-01 15:30:00,dev_0,Fortigate,Router,eth1,32.32,52.24,26593.31,25591.55,1,0
2025-01-01 15:35:00,dev_0,Fortigate,Router,eth1,45.0,63.52,39341.94,33472.91,0,0
2025-01-01 15:40:00,dev_0,Fortigate,Router,eth1,50.51,51.3,23271.9,25316.31,0,0
2025-01-01 15:45:00,dev_0,Fortigate,Router,eth1,41.88,57.3,27060.8,24293.9,0,0
2025-01-01 15:50:00,dev_0,Fortigate,Router,eth1,27.4,65.94,21695.91,21919.03,0,0
2025-01-01 15:55:00,dev_0,Fortigate,Router,eth1,44.03,70.51,20954.37,15670.82,1,0
2025-01-01 16:00:00,dev_0,Fortigate,Router,eth1,41.11,78.22,15402.01,12769.71,0,0
2025-01-01 16:05:00,dev_0,Fortigate,Router,eth1,48.98,47.04,27103.28,23060.93,1,0
2025-01-01 16:10:00,dev_0,Fortigate,Router,eth1,47.99,61.25,17840.12,12890.03,1,0
2025-01-01 16:15:00,dev_0,Fortigate,Router,eth1,39.6,62.81,15822.43,14455.88,0,0
2025-01-01 16:20:00,dev_0,Fortigate,Router,eth1,50.77,48.3,25854.42,19316.32,0,0
2025-01-01 16:25:00,dev_0,Fortigate,Router,eth1,27.67,76.16,25171.94,29382.94,3,0
2025-01-01 16:30:00,dev_0,Fortigate,Router,eth1,21.6,89.64,26850.09,21776.9,0,0
2025-01-01 16:35:00,dev_0,Fortigate,Router,eth1,43.79,50.73,30073.47,27583.01,2,0
2025-01-01 16:40:00,dev_0,Fortigate,Router,eth1,32.0,47.3,22569.59,25239.84,0,0
2025-01-01 16:45:00,dev_0,Fortigate,Router,eth1,54.13,62.41,21518.8,19304.28,0,0
2025-01-01 16:50:00,dev_0,Fortigate,Router,eth1,50.7,61.1,18145.22,18883.68,1,0
2025-01-01 16:55:00,dev_0,Fortigate,Router,eth1,36.36,74.94,19103.22,16378.98,0,0
2025-01-01 17:00:00,dev_0,Fortigate,Router,eth1,46.56,48.96,28821.53,37017.1,1,0
2025-01-01 17:05:00,dev_0,Fortigate,Router,eth1,31.77,51.48,24219.62,18016.23,1,0
2025-01-01 17:10:00,dev_0,Fortigate,Router,eth1,40.22,58.96,18521.81,23462.05,2,0
2025-01-01 17:15:00,dev_0,Fortigate,Router,eth1,27.17,37.62,16937.89,12550.79,3,0
2025-01-01 17:20:00,dev_0,Fortigate,Router,eth1,4.78,66.57,102076.61,0.0,0,1
2025-01-01 17:25:00,dev_0,Fortigate,Router,eth1,38.43,74.95,30179.82,20137.4,4,0
2025-01-01 17:30:00,dev_0,Fortigate,Router,eth1,48.7,64.9,27794.3,27220.79,1,0
2025-01-01 17:35:00,dev_0,Fortigate,Router,eth1,27.87,74.49,20808.61,17078.26,0,0
2025-01-01 17:40:00,dev_0,Fortigate,Router,eth1,18.44,56.06,21363.54,19862.25,1,0
2025-01-01 17:45:00,dev_0,Fortigate,Router,eth1,19.11,80.89,27519.85,21342.77,0,0
2025-01-01 17:50:00,dev_0,Fortigate,Router,eth1,42.25,58.69,16214.71,13790.15,2,0
2025-01-01 17:55:00,dev_0,Fortigate,Router,eth1,52.57,58.6,17651.84,14270.1,2,0
2025-01-01 18:00:00,dev_0,Fortigate,Router,eth1,45.09,51.77,27424.35,26501.86,0,0
2025-01-01 18:05:00,dev_0,Fortigate,Router,eth1,39.43,48.44,22058.65,24156.81,0,0
2025-01-01 18:10:00,dev_0,Fortigate,Router,eth1,40.34,57.5,15939.32,17582.62,1,0
2025-01-01 18:15:00,dev_0,Fortigate,Router,eth1,43.54,43.72,21682.24,16146.91,0,0
2025-01-01 18:20:00,dev_0,Fortigate,Router,eth1,36.21,90.45,21591.11,21961.25,0,0
2025-01-01 18:25:00,dev_0,Fortigate,Router,eth1,47.46,53.25,21912.54,15159.4,1,0
2025-01-01 18:30:00,dev_0,Fortigate,Router,eth1,41.07,46.14,24406.32,18643.02,0,0
2025-01-01 18:35:00,dev_0,Fortigate,Router,eth1,54.11,79.57,22691.96,21478.99,3,0
2025-01-01 18:40:00,dev_0,Fortigate,Router,eth1,45.34,33.96,17118.74,20450.18,0,0
2025-01-01 18:45:00,dev_0,Fortigate,Router,eth1,48.62,62.34,16941.41,13308.57,1,0
2025-01-01 18:50:00,dev_0,Fortigate,Router,eth1,52.82,51.85,21033.55,17321.64,0,0
2025-01-01 18:55:00,dev_0,Fortigate,Router,eth1,59.8,68.65,25887.44,17489.63,1,0
2025-01-01 19:00:00,dev_0,Fortigate,Router,eth1,51.89,56.71,27588.78,20936.58,1,0
2025-01-01 19:05:00,dev_0,Fortigate,Router,eth1,36.18,73.64,31250.55,20630.63,0,0
2025-01-01 19:10:00,dev_0,Fortigate,Router,eth1,38.29,63.42,20343.16,25596.61,5,0
2025-01-01 19:15:00,dev_0,Fortigate,Router,eth1,30.55,60.32,11824.25,11534.58,0,0
2025-01-01 19:20:00,dev_0,Fortigate,Router,eth1,49.71,50.97,25106.38,20916.07,2,0
2025-01-01 19:25:00,dev_0,Fortigate,Router,eth1,42.39,54.56,26910.38,21792.67,0,0
2025-01-01 19:30:00,dev_0,Fortigate,Router,eth1,58.7,46.32,14542.22,15767.13,1,0
2025-01-01 19:35:00,dev_0,Fortigate,Router,eth1,39.98,46.36,33904.68,31208.18,0,0
2025-01-01 19:40:00,dev_0,Fortigate,Router,eth1,31.57,71.01,28715.53,20122.15,2,0
2025-01-01 19:45:00,dev_0,Fortigate,Router,eth1,36.37,50.16,28947.55,22341.34,1,0
2025-01-01 19:50:00,dev_0,Fortigate,Router,eth1,35.04,79.36,22411.4,20887.2,1,0
2025-01-01 19:55:00,dev_0,Fortigate,Router,eth1,46.96,47.51,19547.81,14835.4,2,0
2025-01-01 20:00:00,dev_0,Fortigate,Router,eth1,45.86,55.78,20895.28,19875.2,0,0
2025-01-01 20:05:00,dev_0,Fortigate,Router,eth1,30.64,64.9,17591.39,14239.64,1,0
2025-01-01 20:10:00,dev_0,Fortigate,Router,eth1,33.83,77.47,24575.81,24194.44,0,0
2025-01-01 20:15:00,dev_0,Fortigate,Router,eth1,29.56,76.68,22711.4,20286.17,0,0
2025-01-01 20:20:00,dev_0,Fortigate,Router,eth1,40.84,51.06,22522.62,16273.32,0,0
2025-01-01 20:25:00,dev_0,Fortigate,Router,eth1,45.63,68.59,24100.82,27046.75,2,0
2025-01-01 20:30:00,dev_0,Fortigate,Router,eth1,27.45,80.89,30468.16,30558.13,0,0
2025-01-01 20:35:00,dev_0,Fortigate,Router,eth1,8.93,45.29,113333.58,1713.07,0,1
2025-01-01 20:40:00,dev_0,Fortigate,Router,eth1,55.61,61.81,31345.94,22684.18,0,0
2025-01-01 20:45:00,dev_0,Fortigate,Router,eth1,42.6,71.75,33485.09,40269.84,1,0
2025-01-01 20:50:00,dev_0,Fortigate,Router,eth1,44.63,74.83,38188.6,35441.84,2,0
2025-01-01 20:55:00,dev_0,Fortigate,Router,eth1,46.67,65.21,28051.54,31926.11,0,0
2025-01-01 21:00:00,dev_0,Fortigate,Router,eth1,54.96,72.08,28087.19,29601.91,0,0
2025-01-01 21:05:00,dev_0,Fortigate,Router,eth1,42.56,36.42,20075.87,18619.11,2,0
2025-01-01 21:10:00,dev_0,Fortigate,Router,eth1,55.68,72.72,35841.33,36752.12,0,0
2025-01-01 21:15:00,dev_0,Fortigate,Router,eth1,44.75,92.31,43848.8,39992.51,1,0
2025-01-01 21:20:00,dev_0,Fortigate,Router,eth1,37.06,32.2,24959.18,28451.63,1,0
2025-01-01 21:25:00,dev_0,Fortigate,Router,eth1,45.45,42.07,28456.12,30001.05,1,0
2025-01-01 21:30:00,dev_0,Fortigate,Router,eth1,43.34,58.94,27645.03,29919.92,2,0
2025-01-01 21:35:00,dev_0,Fortigate,Router,eth1,51.41,38.39,28091.0,32715.22,1,0
2025-01-01 21:40:00,dev_0,Fortigate,Router,eth1,38.28,62.7,30655.65,29509.11,1,0
2025-01-01 21:45:00,dev_0,Fortigate,Router,eth1,48.84,40.8,29671.25,25491.32,0,0
