timestamp,device_id,device_category,vendor,phase_count,rated_capacity_va,nominal_voltage_v,rated_battery_v,input_voltage_v,output_voltage_v,input_current_a,output_current_a,output_load_pct,input_frequency_hz,output_frequency_hz,output_power_w,bypass_flag,battery_current_a,battery_voltage_v,battery_charge_pct,runtime_remaining_min,battery_temperature_c,anomaly
2025-01-01 01:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.11,120.87,5.904,5.867,67.37,50.018,50.01,673.7,0.0,0.156,25.486,89.41,11.2,29.87,0
2025-01-01 01:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.79,120.97,5.52,5.466,62.82,50.021,50.01,628.2,0.0,0.107,25.487,89.44,12.0,30.34,0
2025-01-01 01:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.74,122.08,6.074,5.957,69.09,50.014,50.01,690.9,0.0,0.103,25.486,89.41,10.9,30.77,0
2025-01-01 01:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.34,120.93,6.03,5.951,68.37,50.014,50.01,683.7,0.0,0.11,25.488,89.44,11.1,30.58,0
2025-01-01 01:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.7,120.44,6.144,6.106,69.86,49.984,49.974,698.6,0.0,0.222,25.485,89.39,10.8,30.02,0
2025-01-01 01:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.08,118.54,6.075,6.154,69.3,50.044,49.999,693.0,0.0,0.061,25.479,89.3,10.9,30.64,0
2025-01-01 01:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.09,119.1,5.83,5.928,67.07,49.995,50.0,670.7,0.0,0.063,25.479,89.29,11.3,30.44,0
2025-01-01 01:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.41,120.83,5.528,5.463,62.71,50.0,49.998,627.1,0.0,0.089,25.478,89.29,12.0,30.31,0
2025-01-01 02:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.62,118.43,5.806,5.962,67.08,49.983,49.998,670.8,0.0,0.137,25.48,89.31,11.3,29.35,0
2025-01-01 02:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.58,119.31,5.365,5.377,60.95,50.012,49.981,609.5,0.0,0.13,25.485,89.4,12.4,30.37,0
2025-01-01 02:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.86,118.69,5.673,5.73,64.6,50.027,50.01,646.0,0.0,0.178,25.486,89.41,11.7,31.09,0
2025-01-01 02:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.56,120.75,5.033,4.984,57.17,49.98,50.003,571.7,0.0,0.095,25.488,89.45,13.2,30.74,0
2025-01-01 02:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.03,121.35,5.992,5.927,68.33,49.989,50.033,683.3,0.0,0.071,25.487,89.43,11.1,30.12,0
2025-01-01 02:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,122.52,120.07,4.775,4.872,55.58,49.97,50.041,555.8,0.0,0.186,25.484,89.38,13.6,29.09,0
2025-01-01 02:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.94,120.86,4.797,4.8,55.11,49.991,50.002,551.1,0.0,0.256,25.487,89.43,13.7,29.92,0
2025-01-01 02:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.95,117.86,5.001,5.133,57.47,49.986,49.992,574.7,0.0,0.173,25.49,89.48,13.2,29.22,0
2025-01-01 02:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.69,121.36,4.825,4.798,55.32,49.99,50.036,553.2,0.0,0.13,25.489,89.47,13.7,29.7,0
2025-01-01 02:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.13,118.31,4.522,4.553,51.18,49.982,49.984,511.8,0.0,0.188,25.49,89.48,14.8,29.18,0
2025-01-01 02:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.83,120.18,4.905,4.891,55.84,50.009,49.989,558.4,0.0,0.073,25.488,89.46,13.5,29.46,0
2025-01-01 02:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.12,120.92,4.423,4.357,50.05,49.975,49.998,500.5,0.0,0.155,25.486,89.42,15.1,29.19,0
2025-01-01 03:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.92,120.19,5.143,5.175,59.08,50.025,50.0,590.8,0.0,0.165,25.486,89.41,12.8,29.16,0
2025-01-01 03:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.22,120.06,5.178,5.185,59.14,50.029,49.989,591.4,0.0,0.067,25.479,89.31,12.8,29.64,0
2025-01-01 03:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.81,119.8,4.278,4.278,48.69,49.994,49.981,486.9,0.0,0.161,25.481,89.33,15.5,29.03,0
2025-01-01 03:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.57,120.08,4.6,4.542,51.82,49.973,50.008,518.2,0.0,0.095,25.479,89.3,14.6,28.65,0
2025-01-01 03:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.62,119.47,4.444,4.487,50.92,49.986,50.015,509.2,0.0,0.084,25.48,89.31,14.8,29.55,0
2025-01-01 03:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.7,119.39,4.68,4.692,53.22,50.009,50.048,532.2,0.0,0.142,25.481,89.34,14.2,27.66,0
2025-01-01 03:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.75,118.6,4.226,4.302,48.47,49.985,50.029,484.7,0.0,0.24,25.488,89.45,15.6,28.58,0
2025-01-01 03:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.35,120.17,4.612,4.619,52.73,49.966,49.996,527.3,0.0,0.142,25.488,89.46,14.3,29.6,0
2025-01-01 03:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.15,121.55,4.369,4.318,49.86,49.982,50.003,498.6,0.0,0.175,25.495,89.56,15.2,29.3,0
2025-01-01 03:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.02,117.23,4.159,4.293,47.81,49.996,49.99,478.1,0.0,0.214,25.492,89.51,15.8,29.24,0
2025-01-01 03:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.81,118.69,3.728,3.795,42.79,50.013,50.004,427.9,0.0,0.234,25.493,89.53,17.7,28.42,0
2025-01-01 03:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.64,121.14,4.843,4.783,55.04,50.0,50.013,550.4,0.0,0.062,25.487,89.43,13.7,28.79,0
2025-01-01 04:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.82,121.17,4.422,4.409,50.75,50.005,50.021,507.5,0.0,0.148,25.488,89.45,14.9,28.81,0
2025-01-01 04:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.57,121.92,3.771,3.761,43.56,49.974,49.999,435.6,0.0,0.115,25.487,89.44,17.4,28.22,0
2025-01-01 04:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.54,119.61,3.705,3.703,42.07,50.008,49.957,420.7,0.0,0.094,25.484,89.38,18.0,28.83,0
2025-01-01 04:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.83,119.46,4.215,4.299,48.79,49.997,49.994,487.9,0.0,0.13,25.482,89.35,15.5,27.93,0
2025-01-01 04:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.38,121.73,3.3,3.209,37.11,49.994,50.017,371.1,0.0,0.223,25.482,89.35,20.3,27.68,0
2025-01-01 04:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.82,119.51,4.345,4.356,49.46,50.004,50.006,494.6,0.0,0.128,25.484,89.38,15.3,28.93,0
2025-01-01 04:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.83,120.76,3.608,3.611,41.42,49.986,49.959,414.2,0.0,0.128,25.489,89.47,18.3,28.27,0
2025-01-01 04:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.74,118.71,3.948,4.016,45.28,49.995,50.04,452.8,0.0,0.183,25.488,89.45,16.7,28.84,0
2025-01-01 04:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.76,120.61,3.658,3.663,41.97,50.036,50.02,419.7,0.0,0.166,25.493,89.53,18.0,28.96,0
2025-01-01 04:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.37,118.82,4.221,4.276,48.27,50.004,50.031,482.7,0.0,0.07,25.495,89.56,15.7,29.15,0
2025-01-01 04:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.91,119.89,3.426,3.426,39.02,49.995,49.981,390.2,0.0,0.181,25.494,89.55,19.4,28.66,0
2025-01-01 04:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.31,120.08,3.369,3.376,38.51,50.005,49.95,385.1,0.0,0.191,25.492,89.51,19.6,27.65,0
2025-01-01 05:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.84,120.52,3.56,3.511,40.19,49.997,49.996,401.9,0.0,0.086,25.494,89.55,18.8,27.58,0
2025-01-01 05:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.72,120.26,3.063,3.024,34.54,50.015,50.014,345.4,0.0,0.185,25.494,89.54,21.9,28.18,0
2025-01-01 05:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.14,120.45,2.756,2.771,31.71,50.042,49.994,317.1,0.0,0.155,25.492,89.52,23.9,27.84,0
2025-01-01 05:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.24,119.37,3.235,3.259,36.95,50.014,50.022,369.5,0.0,0.138,25.493,89.53,20.5,28.12,0
2025-01-01 05:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.73,119.89,3.245,3.214,36.6,49.998,49.994,366.0,0.0,0.119,25.495,89.57,20.7,27.86,0
2025-01-01 05:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.15,119.26,2.884,2.882,32.65,49.996,50.014,326.5,0.0,0.156,25.494,89.54,23.2,28.07,0
2025-01-01 05:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.01,119.83,2.805,2.809,31.98,50.035,50.018,319.8,0.0,0.13,25.498,89.62,23.7,27.84,0
2025-01-01 05:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.86,120.08,2.963,2.933,33.46,49.991,50.002,334.6,0.0,0.179,25.503,89.7,22.7,27.89,0
2025-01-01 05:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.2,119.47,2.445,2.46,27.92,49.997,49.982,279.2,0.0,0.139,25.502,89.68,27.1,26.91,0
2025-01-01 05:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.27,121.66,3.123,3.087,35.68,50.034,49.993,356.8,0.0,0.121,25.505,89.73,21.2,28.8,0
2025-01-01 05:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.38,119.66,2.876,2.893,32.89,50.021,50.001,328.9,0.0,0.136,25.503,89.69,23.0,27.89,0
2025-01-01 05:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.24,119.72,2.52,2.531,28.79,50.012,49.967,287.9,0.0,0.05,25.504,89.72,26.3,26.91,0
2025-01-01 06:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.9,120.83,3.478,3.451,39.62,50.007,49.991,396.2,0.0,0.099,25.499,89.64,19.1,27.49,0
2025-01-01 06:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.52,119.34,2.007,2.027,22.98,50.003,50.009,229.8,0.0,0.151,25.497,89.61,32.9,27.18,0
2025-01-01 06:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.23,119.87,2.617,2.647,30.14,49.991,50.003,301.4,0.0,0.093,25.498,89.61,25.1,26.95,0
2025-01-01 06:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.48,119.45,2.848,2.872,32.59,49.995,50.022,325.9,0.0,0.059,25.5,89.66,23.2,27.49,0
2025-01-01 06:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.92,119.15,2.553,2.569,29.08,50.013,50.003,290.8,0.0,0.066,25.502,89.68,26.1,26.59,0
2025-01-01 06:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.76,119.85,2.377,2.375,27.04,49.984,50.023,270.4,0.0,0.184,25.495,89.57,28.0,26.94,0
2025-01-01 06:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.44,119.85,2.505,2.517,28.66,49.984,49.988,286.6,0.0,0.19,25.494,89.55,26.4,27.5,0
2025-01-01 06:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.48,120.73,2.664,2.637,30.24,49.997,50.004,302.4,0.0,0.176,25.497,89.61,25.0,29.29,0
2025-01-01 06:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.06,121.2,2.182,2.162,24.89,50.05,50.011,248.9,0.0,0.083,25.499,89.64,30.4,26.67,0
2025-01-01 06:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.93,120.89,1.979,1.979,22.73,49.966,50.013,227.3,0.0,0.151,25.504,89.72,33.4,26.84,0
2025-01-01 06:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.28,119.05,2.325,2.349,26.57,50.009,49.978,265.7,0.0,0.24,25.508,89.78,28.6,26.92,0
2025-01-01 06:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.76,119.44,2.525,2.532,28.73,49.993,49.986,287.3,0.0,0.143,25.51,89.82,26.4,26.93,0
2025-01-01 07:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.26,119.4,2.123,2.138,24.25,50.005,49.992,242.5,0.0,0.222,25.517,89.92,31.3,26.75,0
2025-01-01 07:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,122.62,120.25,2.422,2.47,28.21,49.965,50.017,282.1,0.0,0.197,25.522,90.0,27.0,28.06,0
2025-01-01 07:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.23,120.55,2.335,2.309,26.45,49.987,49.986,264.5,0.0,0.144,25.52,89.97,28.7,26.3,0
2025-01-01 07:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.07,121.07,1.891,1.875,21.57,49.983,50.035,215.7,0.0,0.139,25.519,89.96,35.2,27.67,0
2025-01-01 07:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.56,118.88,2.36,2.354,26.59,49.995,50.006,265.9,0.0,0.086,25.518,89.95,28.6,26.82,0
2025-01-01 07:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.7,120.27,2.528,2.516,28.75,50.036,50.015,287.5,0.0,0.131,25.519,89.96,26.4,27.23,0
2025-01-01 07:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.36,118.57,1.749,1.775,20.0,49.957,49.978,200.0,0.0,0.145,25.515,89.89,38.0,26.87,0
2025-01-01 07:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.86,118.7,2.628,2.676,30.18,49.99,50.019,301.8,0.0,0.197,25.51,89.82,25.1,27.07,0
2025-01-01 07:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.0,119.23,1.903,1.899,21.51,49.977,50.001,215.1,0.0,0.263,25.513,89.86,35.3,26.9,0
2025-01-01 07:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.14,119.69,2.302,2.292,26.06,50.006,49.983,260.6,0.0,0.159,25.514,89.89,29.1,27.24,0
2025-01-01 07:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.45,121.81,2.258,2.214,25.62,49.973,50.009,256.2,0.0,0.06,25.516,89.91,29.7,26.86,0
2025-01-01 07:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.2,117.54,2.852,2.916,32.57,49.996,50.039,325.7,0.0,0.164,25.514,89.88,23.3,27.93,0
2025-01-01 08:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.24,120.25,1.992,1.992,22.76,50.02,49.98,227.6,0.0,0.083,25.516,89.92,33.4,27.32,0
2025-01-01 08:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.0,118.87,1.911,1.929,21.78,50.004,49.975,217.8,0.0,0.128,25.518,89.95,34.9,27.11,0
2025-01-01 08:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.65,119.91,1.801,1.827,20.82,50.015,50.023,208.2,0.0,0.246,25.521,89.99,36.5,25.74,0
2025-01-01 08:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,121.03,120.03,1.569,1.582,18.04,49.984,49.993,180.4,0.0,0.189,25.522,90.01,42.2,25.82,0
2025-01-01 08:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.61,123.24,2.556,2.501,29.28,49.998,50.022,292.8,0.0,0.131,25.524,90.04,26.0,26.77,0
2025-01-01 08:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.46,120.53,2.146,2.145,24.56,49.992,50.009,245.6,0.0,0.146,25.52,89.98,31.0,26.61,0
2025-01-01 08:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.57,119.89,1.367,1.374,15.65,50.014,50.02,156.5,0.0,0.19,25.521,90.0,48.6,25.86,0
2025-01-01 08:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.34,119.52,1.616,1.613,18.32,50.013,50.012,183.2,0.0,0.127,25.524,90.04,41.5,26.75,0
2025-01-01 08:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.0,119.56,1.943,1.934,21.97,50.047,50.039,219.7,0.0,0.079,25.524,90.05,34.6,26.87,0
2025-01-01 08:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.87,119.33,1.844,1.852,21.0,50.002,49.992,210.0,0.0,0.148,25.528,90.11,36.3,26.61,0
2025-01-01 08:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.35,121.01,1.495,1.462,16.81,49.961,50.022,168.1,0.0,0.097,25.529,90.13,45.3,25.82,0
2025-01-01 08:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.02,120.72,1.635,1.625,18.64,49.991,49.991,186.4,0.0,0.066,25.533,90.18,40.9,25.51,0
2025-01-01 09:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.93,120.35,1.973,1.949,22.29,49.956,50.013,222.9,0.0,0.219,25.531,90.15,34.2,26.72,0
2025-01-01 09:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.0,120.12,1.369,1.356,15.48,49.992,50.007,154.8,0.0,0.149,25.535,90.23,49.3,25.73,0
2025-01-01 09:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.44,120.31,1.632,1.634,18.68,50.001,50.025,186.8,0.0,0.224,25.534,90.22,40.8,26.27,0
2025-01-01 09:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.87,118.2,1.589,1.612,18.1,50.059,50.011,181.0,0.0,0.14,25.536,90.24,42.1,27.04,0
2025-01-01 09:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.36,120.3,2.292,2.293,26.2,50.002,50.029,262.0,0.0,0.17,25.539,90.3,29.1,26.34,0
2025-01-01 09:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.59,120.31,1.597,1.601,18.3,49.998,50.001,183.0,0.0,0.178,25.545,90.39,41.7,26.42,0
2025-01-01 09:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.16,122.6,1.26,1.235,14.38,50.029,49.989,143.8,0.0,0.089,25.547,90.42,53.1,26.51,0
2025-01-01 09:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.39,119.01,1.84,1.846,20.87,50.02,50.016,208.7,0.0,0.172,25.55,90.46,36.6,26.28,0
2025-01-01 09:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.3,119.9,2.173,2.18,24.83,50.016,49.974,248.3,0.0,0.218,25.547,90.42,30.8,26.51,0
2025-01-01 09:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.15,118.64,1.224,1.24,13.97,49.989,49.952,139.7,0.0,0.078,25.547,90.42,54.7,26.97,0
2025-01-01 09:50:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.29,120.63,2.382,2.356,27.0,50.021,50.005,270.0,0.0,0.066,25.55,90.46,28.3,26.51,0
2025-01-01 09:55:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.96,119.0,2.021,2.054,23.22,50.035,50.025,232.2,0.0,0.187,25.55,90.47,32.9,26.96,0
2025-01-01 10:00:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.04,120.21,2.032,2.029,23.17,50.023,50.008,231.7,0.0,0.145,25.547,90.42,33.0,27.54,0
2025-01-01 10:05:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.16,120.18,1.542,1.529,17.46,49.985,50.037,174.6,0.0,0.171,25.55,90.48,43.8,26.71,0
2025-01-01 10:10:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.22,121.17,1.738,1.724,19.85,49.998,50.026,198.5,0.0,0.161,25.543,90.36,38.5,26.67,0
2025-01-01 10:15:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.31,120.54,1.803,1.8,20.61,49.985,50.005,206.1,0.0,0.211,25.541,90.33,37.0,26.86,0
2025-01-01 10:20:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,117.75,119.71,2.621,2.578,29.32,50.0,49.992,293.2,0.0,0.122,25.539,90.29,26.0,26.91,0
2025-01-01 10:25:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,122.61,120.35,2.247,2.289,26.17,50.018,49.995,261.7,0.0,0.289,25.538,90.27,29.1,27.05,0
2025-01-01 10:30:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.7,120.16,1.415,1.398,15.96,50.0,49.967,159.6,0.0,0.167,25.541,90.32,47.8,25.8,0
2025-01-01 10:35:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,119.97,120.33,2.122,2.116,24.19,50.006,49.976,241.9,0.0,0.056,25.545,90.38,31.6,26.61,0
2025-01-01 10:40:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,118.81,119.3,1.854,1.846,20.92,49.976,50.004,209.2,0.0,0.159,25.548,90.44,36.5,26.96,0
2025-01-01 10:45:00,ups_1kw_120v_a,ups,liebert,1,1000.0,120.0,24.0,120.34,120.41,1.863,1.861,21.29,50.012,50.018,212.9,0.0,0.053,25.55,90.48,35.9,26.72,0
