timestamp,device_id,vendor,device_type,interface,cpu,memory,in_octets,out_octets,errors,in_ucast_pkts,out_ucast_pkts,in_discards,out_discards,interface_speed_mbps,interface_admin_status,interface_oper_status,anomaly,anomaly_type,counter_reset
2025-01-01 08:30:00,dev_0,Dell,Switch,eth2,25.07,62.68,13913253.35,12464841.84,171,18460,16539,11,27,1000,1,1,0,normal,0
2025-01-01 08:35:00,dev_0,Dell,Switch,eth2,34.77,53.61,14021639.16,12606819.83,172,18640,16775,11,27,1000,1,1,0,normal,0
2025-01-01 08:40:00,dev_0,Dell,Switch,eth2,19.46,42.58,14168690.96,12757084.58,173,18856,16995,11,27,1000,1,1,0,normal,0
2025-01-01 08:45:00,dev_0,Dell,Switch,eth2,22.3,38.02,14345136.59,12867455.21,174,19103,17149,11,27,1000,1,1,0,normal,0
2025-01-01 08:50:00,dev_0,Dell,Switch,eth2,19.55,64.71,14475837.93,12991896.86,175,19257,17296,11,27,1000,1,1,0,normal,0
2025-01-01 08:55:00,dev_0,Dell,Switch,eth2,24.67,46.44,14605075.56,13104333.88,177,19425,17442,11,27,1000,1,1,0,normal,0
2025-01-01 09:00:00,dev_0,Dell,Switch,eth2,24.16,34.11,14733742.22,13219769.69,179,19589,17589,11,27,1000,1,1,0,normal,0
2025-01-01 09:05:00,dev_0,Dell,Switch,eth2,11.8,47.93,14833829.46,13348916.54,180,19722,17760,11,27,1000,1,1,0,normal,0
2025-01-01 09:10:00,dev_0,Dell,Switch,eth2,19.45,56.9,14968443.97,13451077.45,181,19901,17895,11,27,1000,1,1,0,normal,0
2025-01-01 09:15:00,dev_0,Dell,Switch,eth2,33.3,56.76,15143043.92,13618182.06,181,20141,18125,11,27,1000,1,1,0,normal,0
2025-01-01 09:20:00,dev_0,Dell,Switch,eth2,28.24,54.85,15261998.05,13710266.5,182,20294,18244,11,27,1000,1,1,0,normal,0
2025-01-01 09:25:00,dev_0,Dell,Switch,eth2,26.41,49.43,15394911.67,13811421.16,182,20455,18366,11,27,1000,1,1,0,normal,0
2025-01-01 09:30:00,dev_0,Dell,Switch,eth2,37.97,48.16,15525030.12,13923833.18,182,20615,18504,11,27,1000,1,1,0,normal,0
2025-01-01 09:35:00,dev_0,Dell,Switch,eth2,20.97,50.67,15653664.91,14019661.48,183,20845,18676,11,27,1000,1,1,0,normal,0
2025-01-01 09:40:00,dev_0,Dell,Switch,eth2,28.36,40.33,15758885.22,14136932.96,183,20995,18844,11,27,1000,1,1,0,normal,0
2025-01-01 09:45:00,dev_0,Dell,Switch,eth2,22.14,61.79,15877064.03,14237777.45,183,21145,18972,11,27,1000,1,1,0,normal,0
2025-01-01 09:50:00,dev_0,Dell,Switch,eth2,34.84,48.12,15976180.56,14363832.44,184,21276,19139,11,27,1000,1,1,0,normal,0
2025-01-01 09:55:00,dev_0,Dell,Switch,eth2,28.85,46.31,16084310.87,14488284.51,185,21411,19294,11,27,1000,1,1,0,normal,0
2025-01-01 10:00:00,dev_0,Dell,Switch,eth2,24.33,27.07,16213511.76,14628526.7,186,21639,19542,11,27,1000,1,1,0,normal,0
2025-01-01 10:05:00,dev_0,Dell,Switch,eth2,42.86,41.56,16318642.68,14758149.09,186,21800,19740,11,27,1000,1,1,0,normal,0
2025-01-01 10:10:00,dev_0,Dell,Switch,eth2,18.8,38.18,16436714.89,14873678.83,187,21970,19906,11,27,1000,1,1,0,normal,0
2025-01-01 10:15:00,dev_0,Dell,Switch,eth2,24.66,37.13,16543940.94,15003129.54,189,22127,20096,11,27,1000,1,1,0,normal,0
2025-01-01 10:20:00,dev_0,Dell,Switch,eth2,23.13,36.85,16655382.55,15124747.33,192,22276,20259,11,27,1000,1,1,0,normal,0
2025-01-01 10:25:00,dev_0,Dell,Switch,eth2,17.55,65.45,16776567.72,15230695.27,192,22442,20404,11,27,1000,1,1,0,normal,0
2025-01-01 10:30:00,dev_0,Dell,Switch,eth2,40.6,38.25,16883823.27,15348847.86,195,22590,20567,11,27,1000,1,1,0,normal,0
2025-01-01 10:35:00,dev_0,Dell,Switch,eth2,28.86,37.83,16982038.11,15459729.27,195,22729,20724,11,27,1000,1,1,0,normal,0
2025-01-01 10:40:00,dev_0,Dell,Switch,eth2,8.49,41.56,17120054.25,15550049.05,195,22924,20852,11,27,1000,1,1,0,normal,0
2025-01-01 10:45:00,dev_0,Dell,Switch,eth2,30.69,47.35,17253214.01,15635772.07,195,23101,20966,11,27,1000,1,1,0,normal,0
2025-01-01 10:50:00,dev_0,Dell,Switch,eth2,28.59,48.91,17356684.13,15713287.01,195,23236,21067,11,27,1000,1,1,0,normal,0
2025-01-01 10:55:00,dev_0,Dell,Switch,eth2,29.57,53.2,17488969.15,15802562.53,195,23412,21186,11,27,1000,1,1,0,normal,0
2025-01-01 11:00:00,dev_0,Dell,Switch,eth2,32.38,46.16,17609684.16,15932650.67,196,23597,21385,11,27,1000,1,1,0,normal,0
2025-01-01 11:05:00,dev_0,Dell,Switch,eth2,31.56,52.06,17720930.53,16029246.44,197,23756,21523,11,27,1000,1,1,0,normal,0
2025-01-01 11:10:00,dev_0,Dell,Switch,eth2,25.05,39.57,17786948.51,16116521.84,198,23840,21634,11,27,1000,1,1,0,normal,0
2025-01-01 11:15:00,dev_0,Dell,Switch,eth2,23.41,40.31,17900826.11,16217474.69,199,23955,21736,11,27,1000,1,1,0,normal,0
2025-01-01 11:20:00,dev_0,Dell,Switch,eth2,26.88,38.97,17987571.35,16288643.91,201,24050,21814,11,27,1000,1,1,0,normal,0
2025-01-01 11:25:00,dev_0,Dell,Switch,eth2,37.28,39.31,18067331.22,16376253.06,202,24146,21920,11,27,1000,1,1,0,normal,0
2025-01-01 11:30:00,dev_0,Dell,Switch,eth2,33.85,46.79,18170281.01,16481329.63,202,24255,22031,11,27,1000,1,1,0,normal,0
2025-01-01 11:35:00,dev_0,Dell,Switch,eth2,22.29,33.89,18271702.0,16569098.55,204,24380,22139,11,28,1000,1,1,0,normal,0
2025-01-01 11:40:00,dev_0,Dell,Switch,eth2,18.41,43.61,18365669.35,16686191.63,205,24520,22313,11,28,1000,1,1,0,normal,0
2025-01-01 11:45:00,dev_0,Dell,Switch,eth2,24.35,37.96,18481200.03,16776011.12,206,24647,22412,11,28,1000,1,1,0,normal,0
2025-01-01 11:50:00,dev_0,Dell,Switch,eth2,15.86,37.35,18600044.92,16885979.19,206,24814,22566,11,28,1000,1,1,0,normal,0
2025-01-01 11:55:00,dev_0,Dell,Switch,eth2,24.45,62.81,18678390.33,16984042.4,206,24918,22696,11,28,1000,1,1,0,normal,0
2025-01-01 12:00:00,dev_0,Dell,Switch,eth2,29.23,44.55,18779131.65,17098452.81,206,25065,22863,11,28,1000,1,1,0,normal,0
2025-01-01 12:05:00,dev_0,Dell,Switch,eth2,21.94,47.76,18856196.52,17174376.65,209,25169,22965,11,28,1000,1,1,0,normal,0
2025-01-01 12:10:00,dev_0,Dell,Switch,eth2,26.83,49.39,18936963.62,17257732.12,210,25286,23086,11,28,1000,1,1,0,normal,0
2025-01-01 12:15:00,dev_0,Dell,Switch,eth2,21.35,30.89,19047343.95,17355140.56,211,25418,23202,11,28,1000,1,1,0,normal,0
2025-01-01 12:20:00,dev_0,Dell,Switch,eth2,21.28,38.03,19140590.5,17429996.99,211,25588,23338,11,28,1000,1,1,0,normal,0
2025-01-01 12:25:00,dev_0,Dell,Switch,eth2,37.66,43.16,19209727.33,17492836.16,212,25663,23406,11,28,1000,1,1,0,normal,0
2025-01-01 12:30:00,dev_0,Dell,Switch,eth2,24.88,35.44,19285069.71,17552510.34,213,25763,23485,11,28,1000,1,1,0,normal,0
2025-01-01 12:35:00,dev_0,Dell,Switch,eth2,30.24,51.9,19398745.09,17634584.5,214,25912,23593,11,28,1000,1,1,0,normal,0
2025-01-01 12:40:00,dev_0,Dell,Switch,eth2,38.2,52.59,19470256.34,17709300.22,214,26009,23695,11,29,1000,1,1,0,normal,0
2025-01-01 12:45:00,dev_0,Dell,Switch,eth2,12.81,40.41,19552707.01,17788577.91,215,26146,23826,11,29,1000,1,1,0,normal,0
2025-01-01 12:50:00,dev_0,Dell,Switch,eth2,29.98,38.33,19631389.65,17850267.38,215,26232,23893,11,29,1000,1,1,0,normal,0
2025-01-01 12:55:00,dev_0,Dell,Switch,eth2,21.96,60.41,19732892.97,17936386.21,218,26364,24005,11,29,1000,1,1,0,normal,0
2025-01-01 13:00:00,dev_0,Dell,Switch,eth2,28.39,45.98,19795749.37,17987170.38,221,26469,24090,11,29,1000,1,1,0,normal,0
2025-01-01 13:05:00,dev_0,Dell,Switch,eth2,37.29,49.59,19904764.37,18085051.04,222,26612,24218,11,29,1000,1,1,0,normal,0
2025-01-01 13:10:00,dev_0,Dell,Switch,eth2,14.23,65.09,19980667.18,18143306.83,222,26711,24294,11,29,1000,1,1,0,normal,0
2025-01-01 13:15:00,dev_0,Dell,Switch,eth2,28.33,28.86,20058548.38,18217845.08,224,26818,24397,11,29,1000,1,1,0,normal,0
2025-01-01 13:20:00,dev_0,Dell,Switch,eth2,21.56,51.79,20143064.85,18297045.36,227,26920,24492,11,29,1000,1,1,0,normal,0
2025-01-01 13:25:00,dev_0,Dell,Switch,eth2,19.48,54.42,20227588.81,18382059.16,229,27028,24600,11,29,1000,1,1,0,normal,0
2025-01-01 13:30:00,dev_0,Dell,Switch,eth2,48.56,40.04,20280443.69,18438764.48,229,27104,24681,11,29,1000,1,1,0,normal,0
2025-01-01 13:35:00,dev_0,Dell,Switch,eth2,29.93,50.64,20344141.63,18522323.73,229,27185,24788,11,29,1000,1,1,0,normal,0
2025-01-01 13:40:00,dev_0,Dell,Switch,eth2,29.95,19.43,20433594.53,18577361.66,229,27314,24867,11,29,1000,1,1,0,normal,0
2025-01-01 13:45:00,dev_0,Dell,Switch,eth2,27.39,30.1,20517349.63,18646959.91,229,27418,24954,11,29,1000,1,1,0,normal,0
2025-01-01 13:50:00,dev_0,Dell,Switch,eth2,18.75,56.55,20589752.26,18708417.72,231,27524,25044,11,29,1000,1,1,0,normal,0
2025-01-01 13:55:00,dev_0,Dell,Switch,eth2,28.15,68.53,20664953.87,18767162.08,231,27627,25124,11,29,1000,1,1,0,normal,0
2025-01-01 14:00:00,dev_0,Dell,Switch,eth2,33.02,38.83,20715408.42,18811025.06,232,27685,25174,11,29,1000,1,1,0,normal,0
2025-01-01 14:05:00,dev_0,Dell,Switch,eth2,26.85,54.71,20779946.67,18861960.69,232,27760,25233,11,30,1000,1,1,0,normal,0
2025-01-01 14:10:00,dev_0,Dell,Switch,eth2,29.84,44.15,20833092.7,18908488.16,233,27824,25289,11,30,1000,1,1,0,normal,0
2025-01-01 14:15:00,dev_0,Dell,Switch,eth2,26.76,45.2,20885321.12,18954305.37,235,27883,25341,11,30,1000,1,1,0,normal,0
2025-01-01 14:20:00,dev_0,Dell,Switch,eth2,38.91,66.73,20940635.44,18997544.44,236,27960,25401,12,30,1000,1,1,0,normal,0
2025-01-01 14:25:00,dev_0,Dell,Switch,eth2,31.75,61.19,21002474.97,19075110.28,236,28051,25515,12,30,1000,1,1,0,normal,0
2025-01-01 14:30:00,dev_0,Dell,Switch,eth2,29.51,50.83,21069641.69,19127725.18,236,28148,25591,12,30,1000,1,1,0,normal,0
2025-01-01 14:35:00,dev_0,Dell,Switch,eth2,21.35,45.87,21123217.46,19172423.44,236,28217,25648,12,30,1000,1,1,0,normal,0
2025-01-01 14:40:00,dev_0,Dell,Switch,eth2,32.23,26.2,21191625.75,19224111.55,237,28313,25720,12,30,1000,1,1,0,normal,0
2025-01-01 14:45:00,dev_0,Dell,Switch,eth2,33.99,36.38,21257673.94,19293604.3,240,28402,25814,12,31,1000,1,1,0,normal,0
2025-01-01 14:50:00,dev_0,Dell,Switch,eth2,33.57,32.18,21313260.32,19341858.04,240,28477,25879,12,31,1000,1,1,0,normal,0
2025-01-01 14:55:00,dev_0,Dell,Switch,eth2,30.72,40.31,21363532.14,19385744.77,240,28535,25930,12,31,1000,1,1,0,normal,0
2025-01-01 15:00:00,dev_0,Dell,Switch,eth2,17.51,68.56,21400982.49,19428679.22,240,28574,25975,13,31,1000,1,1,0,normal,0
